"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000198804.2"	6999987.64954314	-0.0474052083043909	0.0918665128414247	-0.516022725127483	0.605838537385867	0.756835780575979
"ENSG00000198886.2"	5576956.12609384	0.0708898909078927	0.0725223492272837	0.977490272491383	0.32832649123312	0.521631821505309
"ENSG00000210082.2"	3982398.69677321	0.0726337519855481	0.070483905230843	1.0305012434777	0.30277476882931	0.495470374806357
"ENSG00000198938.2"	3455068.27427182	0.0640036713392896	0.0709931331569924	0.90154735385116	0.367297368063433	0.559173978424568
"ENSG00000198727.2"	3076679.79858611	0.0666392755587255	0.0718851382176174	0.927024378209983	0.353913877129355	0.546923294687024
"ENSG00000198899.2"	2670568.27446383	0.0626593043003528	0.0688311557610209	0.910333461752458	0.362646676713242	0.555084730976505
"ENSG00000198712.1"	2620906.49784817	0.0580454402255468	0.0711546509322666	0.815764527898553	0.414634824812074	0.603445855176619
"ENSG00000092054.12"	871594.867055917	-0.0042361176620214	0.0731010498617692	-0.0579487937592102	0.953789416594663	0.97551885382583
"ENSG00000198888.2"	2226838.9441465	0.0786555944853182	0.0728761332930587	1.07930526677394	0.280451665810463	0.472486098157057
"ENSG00000198763.3"	2017405.95425166	0.0996344446373021	0.0677472793841215	1.47067816660774	0.141378173503903	0.303904632176276
"ENSG00000198786.2"	1138906.55226566	-0.168332516477432	0.0774248188048547	-2.1741415617866	0.0296945054893725	0.104616027031789
"ENSG00000111245.14"	423317.999559532	0.0197495255649394	0.0699594437680169	0.282299636778533	0.777713764063166	0.872943307167042
"ENSG00000175084.11"	576400.599825655	0.0118285651863591	0.0498205565196694	0.23742338529858	0.812328349466151	0.893803671865211
"ENSG00000159251.6"	304824.787468764	-0.0580837199313944	0.0831701991877281	-0.698371778577689	0.484944720776279	0.66290827904144
"ENSG00000198125.12"	315080.654165816	0.0332458046179964	0.0720985465751286	0.461116155557358	0.64471527151522	0.785940068153071
"ENSG00000198840.2"	688935.83424229	0.108935663217964	0.0699679725822383	1.55693611230372	0.119485654515448	0.270355543895208
"ENSG00000140416.19"	290034.5035323	-0.00643739925595099	0.0586386294880162	-0.109780861390469	0.912583169689106	0.951746569597914
"ENSG00000212907.2"	615124.124867481	0.0283502072809904	0.0758759793942019	0.373638765619108	0.708673088649827	0.830127597061726
"ENSG00000155657.26"	193361.296419879	-0.0608591870526096	0.0636581046275449	-0.956032030936022	0.339056052034681	0.533214346952978
"ENSG00000211459.2"	464322.055124858	0.104850089545318	0.0718464679346459	1.45936317482848	0.14446517593157	0.308362857570371
"ENSG00000118194.18"	266179.273849126	0.058188712287879	0.0603208060233723	0.964654090751585	0.334718097103062	0.528724112250951
"ENSG00000134571.10"	171535.277666437	0.0430045908509328	0.0731949770255406	0.587534727088265	0.556844634450938	0.720717626640205
"ENSG00000143632.14"	208848.149974486	-0.0361635240944176	0.10753924242338	-0.336282116922886	0.736658134113941	0.848827703142366
"ENSG00000173641.17"	189003.620017337	0.0371254505175242	0.0597635000971641	0.621206094977122	0.534464029701612	0.702477839259752
"ENSG00000129991.12"	190656.914509373	0.129378176435975	0.0682582065761012	1.89542302568017	0.0580363805813242	0.165144333754039
"ENSG00000198695.2"	307861.18955637	-0.25057163174788	0.0844278838640573	-2.96787767595053	0.00299863640233223	0.0203449206954647
"ENSG00000109846.7"	157881.188770241	0.0610490986049889	0.0686746308316671	0.888961438389532	0.374023804427419	0.565031058664455
"ENSG00000228253.1"	378423.078731632	0.0752824337950518	0.0696809110239414	1.08038819654906	0.279969349774476	0.471933156937064
"ENSG00000104879.4"	165543.074972636	0.124317619811468	0.0682316979136213	1.82199217684498	0.0684561726892373	0.184588368423469
"ENSG00000160808.9"	173215.90103126	0.137422076606812	0.060250841183677	2.28083249805385	0.0225583605438349	0.0861629008092161
"ENSG00000248527.1"	329349.280510094	0.023336077767807	0.0772707720653264	0.302003942034877	0.762649057873938	0.864591936121887
"ENSG00000114854.7"	114225.516188127	0.0683777880271096	0.0663684070067945	1.03027616769692	0.302880383295694	0.495470374806357
"ENSG00000173991.5"	125318.166926093	0.0267234498027356	0.0621980807545715	0.429650713953445	0.667449740438341	0.80178883733241
