"pathway"	"padj"	"ES"	"NES"
"REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION"	0.25256311828224	0.641142183793413	1.72466990288873
"REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3"	0.376300922329714	0.644440773163457	1.58452999689518
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION"	0.376300922329714	0.492572685161501	1.57219667096553
"REACTOME_ACTIVATION_OF_RAC1"	0.376300922329714	0.617123775615109	1.56252821982184
"REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES"	0.376300922329714	0.534287369119784	1.52500616374664
"REACTOME_NUCLEOTIDE_SALVAGE"	0.376300922329714	0.512100998736374	1.50740193037806
"REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III"	0.383070955583609	0.463910416918853	1.47061155136155
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES"	0.376300922329714	0.544460977098739	1.46459784465243
"REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS"	0.465649319992081	0.42838188544209	1.40929942064316
"REACTOME_AUTOPHAGY"	0.376300922329714	0.310286891779441	1.3359112949094
"REACTOME_CELL_CYCLE"	0.240558162895499	-0.257652715898613	-1.29299319016739
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"	0.105862578945218	-0.280051006664196	-1.40989217559084
"REACTOME_CELL_CYCLE_CHECKPOINTS"	0.240558162895499	-0.309424782328048	-1.43565753480246
"REACTOME_DNA_REPAIR"	0.240558162895499	-0.30815412101455	-1.44362963659104
"REACTOME_SIGNALING_BY_INTERLEUKINS"	0.12361355923769	-0.299747794402788	-1.45842136143198
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS"	0.12361355923769	-0.342361823227442	-1.57221559518203
"REACTOME_ESR_MEDIATED_SIGNALING"	0.12361355923769	-0.362642562016617	-1.5861762597053
"REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"	0.240558162895499	-0.410727376523134	-1.60065493938124
"REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION"	0.240558162895499	-0.409996810674615	-1.63371077795693
"REACTOME_DAG_AND_IP3_SIGNALING"	0.12361355923769	-0.540236323989529	-1.86806529265965
