"pathway"	"padj"	"ES"	"NES"
"REACTOME_ASSEMBLY_OF_THE_HIV_VIRION"	0.660156110790475	0.636262776020516	1.58918304444765
"REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS"	0.650566012064648	0.604852107609315	1.5857812979116
"REACTOME_INFLAMMASOMES"	0.650566012064648	0.599040267928254	1.57054400840439
"REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION"	0.650566012064648	0.67918714381324	1.56820021753106
"REACTOME_SELENOAMINO_ACID_METABOLISM"	0.555601958221131	0.436737571342912	1.5651413409342
"REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES"	0.650566012064648	0.531996366399971	1.56103150718217
"REACTOME_THE_NLRP3_INFLAMMASOME"	0.660156110790475	0.626923598535214	1.5349838694302
"REACTOME_SIGNALING_BY_NOTCH2"	0.660156110790475	0.503472085768438	1.49211968059882
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION"	0.650566012064648	0.398692234635968	1.41064712745887
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S"	0.794108160412859	0.391313385033238	1.28776804505468
"REACTOME_CHROMATIN_MODIFYING_ENZYMES"	0.604417729673683	-0.382588119035335	-1.45986288909123
"REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION"	0.604417729673683	-0.451333341203888	-1.55750262491249
"REACTOME_ECM_PROTEOGLYCANS"	0.604417729673683	-0.472764006377068	-1.5785264495374
"REACTOME_SIGNALING_BY_FGFR_IN_DISEASE"	0.604417729673683	-0.498172961249405	-1.58445089184371
"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING"	0.604417729673683	-0.475682438207794	-1.58855595401865
"REACTOME_ESR_MEDIATED_SIGNALING"	0.411320920839402	-0.434286807342991	-1.61065348204547
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS"	0.0382694962000658	-0.432466875861545	-1.67619473113392
"REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING"	0.604417729673683	-0.658974361792683	-1.75524981781463
"REACTOME_DEADENYLATION_OF_MRNA"	0.555601958221131	-0.685894114044152	-1.83047474568612
"REACTOME_CTLA4_INHIBITORY_SIGNALING"	0.555601958221131	-0.708080599206741	-1.84582062242209
