"pathway"	"padj"	"ES"	"NES"
"REACTOME_NUCLEOTIDE_SALVAGE"	0.233513086396722	0.600070794092778	1.49980359039885
"REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"	0.233513086396722	0.497323725648078	1.48778090489157
"REACTOME_ZINC_TRANSPORTERS"	0.218928943343513	0.650945754817991	1.49680319298627
"REACTOME_ETHANOL_OXIDATION"	0.208770134969598	0.705889234398955	1.49554212643143
"REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY"	0.177666005588839	0.72371509261107	1.53330913093705
"REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS"	0.16235810217224	0.504035358654161	1.508983379539
"REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES"	0.16235810217224	0.561663584288251	1.54526624797621
"REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT"	0.115978887411434	0.507740131026988	1.55297403865476
"REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN"	0.0210493793928599	0.830343747452904	1.75921942596579
"REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES"	0.0197426123372607	0.816315217949976	1.79230099546524
"REACTOME_CELL_CYCLE"	0.014199005546421	-0.337346524798609	-1.39529779575522
"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"	0.0125064526306492	-0.371370015901929	-1.48848196499016
"REACTOME_CHROMOSOME_MAINTENANCE"	0.0105659009277244	-0.529504293324495	-1.82477763644787
"REACTOME_RHO_GTPASE_CYCLE"	0.0100919691863225	-0.368473903797359	-1.48715989427816
"REACTOME_METABOLISM_OF_RNA"	0.00502569023114083	-0.342673753401983	-1.41532931929965
"REACTOME_VESICLE_MEDIATED_TRANSPORT"	0.00345981384320509	-0.341042634669498	-1.42250012898005
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS"	0.00130253524918623	-0.456834223813435	-1.73311146209162
"REACTOME_ESR_MEDIATED_SIGNALING"	0.0011431185595688	-0.505099373729677	-1.85984124217884
"REACTOME_MEMBRANE_TRAFFICKING"	0.000822870520982094	-0.36319037097856	-1.50613178131001
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"	0.000822870520982094	-0.363444974057987	-1.49811714843479
