"pathway"	"padj"	"ES"	"NES"
"REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES"	0.203352656999274	0.495522057711188	1.47060301997603
"REACTOME_ACTIVATION_OF_RAC1"	0.202902058087457	0.66762061835466	1.52276402268679
"REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING"	0.193619288778708	0.560263383637399	1.50423192688527
"REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE"	0.1801164561824	0.412032097957502	1.41740949451426
"REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING"	0.134369245989901	0.667743255361237	1.60225220270864
"REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION"	0.119995920707424	0.655993501264038	1.61706645180961
"REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES"	0.119817350267373	0.550147933330438	1.59407060072924
"REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING"	0.115152114414662	0.662591732376562	1.63333151869334
"REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS"	0.090370245248881	0.641958745138352	1.67108157082967
"REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"	0.0668599632035841	0.507041882018687	1.64691993967383
"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"	0.0108950959084055	-0.31612317201296	-1.47034999643654
"REACTOME_ECM_PROTEOGLYCANS"	0.00985144939445436	-0.482631011006706	-1.82232756692971
"REACTOME_SIGNALING_BY_INTERLEUKINS"	0.00985144939445436	-0.300858294490594	-1.43587197962244
"REACTOME_CELL_CYCLE"	0.00503217661445742	-0.277731979382528	-1.35962351109345
"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"	0.00503217661445742	-0.304698699681433	-1.45368713057957
"REACTOME_INNATE_IMMUNE_SYSTEM"	0.00434999731090713	-0.255194944553088	-1.27871313365929
"REACTOME_METABOLISM_OF_RNA"	0.00411332993893646	-0.281848585125533	-1.38579469417015
"REACTOME_RHO_GTPASE_CYCLE"	0.00200464904865999	-0.317553691319831	-1.53201314405445
"REACTOME_TRANSPORT_OF_SMALL_MOLECULES"	0.00200464904865999	-0.281390396884797	-1.37637064148311
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"	3.27305197596927e-05	-0.309281955125685	-1.51972886831095
