"pathway"	"padj"	"ES"	"NES"
"REACTOME_INNATE_IMMUNE_SYSTEM"	0.0358633609736128	0.980620047891321	1.42771965042622
"REACTOME_NEUTROPHIL_DEGRANULATION"	0.118161798458279	0.994399710716069	1.34449504360819
"REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION"	0.613735586355767	0.999654493480688	1.34102065002584
"REACTOME_CYTOPROTECTION_BY_HMOX1"	0.342426677905904	0.999606489991719	1.27005889344367
"REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"	0.342426677905904	0.99956354238698	1.25203267792563
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS"	0.68065854067975	0.376662283487059	0.948482336159538
"REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS"	0.68065854067975	0.35698755161253	0.898938921621439
"REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE"	0.68065854067975	0.275752103481948	0.709773685469178
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS"	0.68065854067975	0.264802922051858	0.632470567645827
"REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT"	0.68065854067975	0.224198145397616	0.508449709134138
"REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"	0.144613234413182	-0.999886219811244	-1.17433872038473
"REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE"	0.0504876257198671	-0.999841843000727	-1.34245343578291
"REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES"	0.0620931421846273	-0.999965952819296	-1.49345843571304
"REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS"	0.0358633609736128	-0.999968640670323	-1.5323378467763
"REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS"	0.68065854067975	-0.988926595502709	-1.65695524034949
"REACTOME_PYRUVATE_METABOLISM"	0.0504876257198671	-0.999877136093191	-1.67530296777292
"REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS"	0.68065854067975	-0.989806442184639	-1.71869675422317
"REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION"	0.68065854067975	-0.988400255849867	-1.84988122010885
"REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA"	0.68065854067975	-0.990378736500867	-2.13739487805639
"REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE"	0.0504876257198671	-0.999990143998734	-2.2673453446592
