"pathway"	"padj"	"ES"	"NES"
"REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF"	0.0110996238092562	0.81802335079722	2.12757139752522
"REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS"	0.022398617398226	0.739292459187015	1.92280267921384
"REACTOME_INTERLEUKIN_2_SIGNALING"	0.022398617398226	0.730086393474955	1.89885891028154
"REACTOME_CTLA4_INHIBITORY_SIGNALING"	0.022398617398226	0.58855333699656	1.85294276297381
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS"	0.022398617398226	0.599425300888246	1.77353990834272
"REACTOME_CD209_DC_SIGN_SIGNALING"	0.022398617398226	0.524077180083915	1.63806994213482
"REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE"	0.022398617398226	0.466109161470955	1.54819800279077
"REACTOME_ECM_PROTEOGLYCANS"	0.022398617398226	0.341560915479215	1.37346549015844
"REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA"	0.022398617398226	0.330792273045882	1.35362312473639
"REACTOME_GENE_SILENCING_BY_RNA"	0.022398617398226	0.334289000996314	1.34736287531574
"REACTOME_AUTOPHAGY"	0.022398617398226	-0.454128148894866	-1.35001116280688
"REACTOME_ARACHIDONIC_ACID_METABOLISM"	0.022398617398226	-0.518986562980603	-1.42915666086057
"REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES"	0.022398617398226	-0.565382725635211	-1.48616175010271
"REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS"	0.0224631515216159	-0.66651629897098	-1.49867815099786
"REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES"	0.022398617398226	-0.663839172389649	-1.53982283061413
"REACTOME_G1_S_SPECIFIC_TRANSCRIPTION"	0.022398617398226	-0.608279156493623	-1.55428101962553
"REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION"	0.022398617398226	-0.686749293884531	-1.56868741747182
"REACTOME_PEXOPHAGY"	0.022398617398226	-0.747477772944469	-1.57820780541777
"REACTOME_AMINE_LIGAND_BINDING_RECEPTORS"	0.022398617398226	-0.620400753600231	-1.58525424648892
"REACTOME_INTEGRIN_SIGNALING"	0.022398617398226	-0.64671447513569	-1.63554242188678
