"pathway"	"padj"	"ES"	"NES"
"REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION"	0.522769066036555	0.999702500379303	1.78898102784899
"REACTOME_INNATE_IMMUNE_SYSTEM"	0.040517651317259	0.980620047891321	1.44393729038503
"REACTOME_NEUTROPHIL_DEGRANULATION"	0.147036260020548	0.994399710716069	1.35612305319512
"REACTOME_CYTOPROTECTION_BY_HMOX1"	0.522769066036555	0.999606489991719	1.25711756565037
"REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS"	0.365462795566409	0.99956354238698	1.22983685194595
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS"	0.653677945480254	0.376662283487059	0.992167256178816
"REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS"	0.653677945480254	0.35698755161253	0.940341985649237
"REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE"	0.653677945480254	0.275752103481948	0.742850556805107
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS"	0.653677945480254	0.264802922051858	0.669804853307329
"REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT"	0.653677945480254	0.224198145397616	0.552669702402454
"REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS"	0.116302240726201	-0.999886219811244	-1.17772368167661
"REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE"	0.147036260020548	-0.999841843000727	-1.39639831184168
"REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES"	0.00938006539509777	-0.999965952819296	-1.5974035493956
"REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS"	0.147036260020548	-0.999968640670323	-1.63104211756433
"REACTOME_PYRUVATE_METABOLISM"	0.279160045164641	-0.999877136093191	-1.73247887162493
"REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS"	0.653677945480254	-0.989806442184639	-1.78159189602444
"REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION"	0.653677945480254	-0.988400255849867	-1.81148353843778
"REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION"	0.58194825056957	-0.999498790672207	-1.82882428112123
"REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA"	0.653677945480254	-0.990378736500867	-2.06890981581194
"REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE"	0.040517651317259	-0.999990143998734	-2.28843709292485
