"pathway"	"padj"	"ES"	"NES"
"REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION"	0.00543004705712225	0.688129905198537	1.95373993148568
"REACTOME_RAC1_GTPASE_CYCLE"	0.00277264227105432	0.34878150612819	1.51479974191809
"REACTOME_RHO_GTPASE_CYCLE"	0.00017078587348113	0.30700743430554	1.45965210765519
"REACTOME_HIV_LIFE_CYCLE"	0.00543004705712225	0.344861545257291	1.45401783923574
"REACTOME_CDC42_GTPASE_CYCLE"	0.00543004705712225	0.338554677127158	1.44385177174423
"REACTOME_DNA_REPAIR"	0.00130768387980412	0.314606356978727	1.43365865437155
"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES"	0.00130768387980412	0.300057668816152	1.38638167724538
"REACTOME_SIGNALING_BY_INTERLEUKINS"	0.00130768387980412	0.290958242380687	1.3728901387024
"REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS"	0.00364699773852756	0.297329177785466	1.3490290273874
"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"	0.00295800702171493	0.27707687536009	1.30555293839672
"REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS"	0.0110279080669953	-0.459991565176232	-1.45676859202796
"REACTOME_CD22_MEDIATED_BCR_REGULATION"	0.0116433887333878	-0.516097696931772	-1.48046266388112
"REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION"	0.0113491635052254	-0.504414039728043	-1.49926120176905
"REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS"	0.0120746987195038	-0.615112878061752	-1.52900236909909
"REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES"	0.0113491635052254	-0.62712415791231	-1.55885912548059
"REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS"	0.0114007321480492	-0.658403627423162	-1.56026870293436
"REACTOME_NUCLEOTIDE_SALVAGE"	0.00885190886094571	-0.642329767022683	-1.6245514046947
"REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"	0.00593156583457956	-0.55025377188317	-1.62576836192863
"REACTOME_PURINE_SALVAGE"	0.00885190886094571	-0.721774669542692	-1.6480363256749
"REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES"	0.00623478074574533	-0.602311801375466	-1.6564857068084
