"pathway"	"padj"	"ES"	"NES"
"REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"	0.153259133829421	0.550521856475028	1.64767813458023
"REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION"	0.24881691652224	0.679487781948041	1.61556128662101
"REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS"	0.207479087069813	0.569140295738757	1.61051146922922
"REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT"	0.207479087069813	0.501471906187906	1.55119460339275
"REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS"	0.254920460504898	0.516631889071591	1.54938094175613
"REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS"	0.314512021533858	0.622192812621001	1.54798627214661
"REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION"	0.258715352825072	0.515097433772124	1.54477910465071
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS"	0.314512021533858	0.580881620348322	1.54383292282522
"REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION"	0.34464239372539	0.593199883298635	1.52333422209827
"REACTOME_FCGR_ACTIVATION"	0.264681395414972	0.501982435918549	1.50240262739475
"REACTOME_DEVELOPMENTAL_BIOLOGY"	0.0631820754684755	-0.283825340865406	-1.26008756108105
"REACTOME_CELLULAR_RESPONSES_TO_STIMULI"	0.0631820754684755	-0.294643429060245	-1.28040959430597
"REACTOME_METABOLISM_OF_RNA"	0.0563097909217179	-0.306146942413586	-1.33465256335393
"REACTOME_MEMBRANE_TRAFFICKING"	0.0631820754684755	-0.3134038842783	-1.36047356293277
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"	0.0137453522139342	-0.324857985438903	-1.41213389359603
"REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS"	0.0631820754684755	-0.420662105850111	-1.57728848693998
"REACTOME_ESR_MEDIATED_SIGNALING"	0.0631820754684755	-0.422102153338512	-1.60096081784304
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1"	0.0137453522139342	-0.447658950808998	-1.71817485318726
"REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION"	0.0631820754684755	-0.497250356446761	-1.73137430918131
"REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS"	0.052012147896891	-0.488359490729942	-1.75507589064534
