"pathway"	"padj"	"ES"	"NES"
"REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"	0.00158415761171384	0.541432511165726	1.677497919151
"REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION"	0.00475303183792667	0.506500778116812	1.58226182660229
"REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES"	0.00483633131506277	0.548048813754896	1.56424276373179
"REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES"	0.00494720472119403	0.560726676336815	1.56236991698531
"REACTOME_NUCLEOTIDE_SALVAGE"	0.00743669067997983	0.585671521995416	1.52804414366957
"REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS"	0.00615591992198056	0.486440162841595	1.51959431030321
"REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY"	0.00655842082767409	0.70764152943317	1.5173184438776
"REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING"	0.00751217068272362	0.66500169140245	1.51331665664382
"REACTOME_AMINE_LIGAND_BINDING_RECEPTORS"	0.00935646640675227	0.529164902658555	1.4672181965255
"REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT"	0.00521304567930851	0.462341258689868	1.46562614434691
"REACTOME_INNATE_IMMUNE_SYSTEM"	5.25541049793785e-05	-0.318336286497974	-1.3803338119939
"REACTOME_CELLULAR_RESPONSES_TO_STIMULI"	5.25541049793785e-05	-0.338731809056423	-1.4385948823322
"REACTOME_CELL_CYCLE"	4.70060245198772e-05	-0.345068007766028	-1.45530980687109
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"	5.25541049793785e-05	-0.346852602700791	-1.46414408050708
"REACTOME_METABOLISM_OF_RNA"	1.97367086446042e-05	-0.352769782870199	-1.48917892663512
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"	1.97367086446042e-05	-0.36051338671952	-1.51939150725903
"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"	4.8452749526185e-05	-0.37527529168094	-1.5395215402258
"REACTOME_SIGNALING_BY_INTERLEUKINS"	3.18368387645474e-05	-0.387352181073511	-1.5859235198337
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS"	1.97367086446042e-05	-0.448180764580411	-1.72548147360058
"REACTOME_ESR_MEDIATED_SIGNALING"	4.65572801060615e-05	-0.481058971821249	-1.77076323729197
