"pathway"	"padj"	"ES"	"NES"
"REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"	0.00195881069480509	0.60800599317492	1.86086288497172
"REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN"	0.00476593488044172	0.718616356203321	1.72794024395384
"REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION"	0.00394183015969654	0.562260085181986	1.72719711105267
"REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS"	0.00439037455293295	0.551811595942293	1.69390515031844
"REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES"	0.00868120057799501	0.654177614344465	1.62136540289199
"REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK"	0.00896849304475124	0.66664629792646	1.61843097114947
"REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS"	0.00868120057799501	0.636507745182978	1.59291045675438
"REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT"	0.00747957196075548	0.50574381954601	1.5876157546766
"REACTOME_FCGR_ACTIVATION"	0.00896849304475124	0.517530081135959	1.58395234693887
"REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM"	0.00868120057799501	0.511013896744195	1.56977482383204
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"	0.000431707714799199	-0.287587610659326	-1.35373172683966
"REACTOME_SIGNALING_BY_WNT"	0.00266940226789835	-0.325666428839562	-1.42218849531601
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS"	0.00249957528945058	-0.342030121241377	-1.47267225341007
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1"	0.000431707714799199	-0.395239207514186	-1.65926528129591
"REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS"	0.00282298827116161	-0.42992563876133	-1.69074618125628
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3"	0.00266940226789835	-0.439336078965833	-1.69757577255395
"REACTOME_ESR_MEDIATED_SIGNALING"	0.000431707714799199	-0.414750351826966	-1.72794450089694
"REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING"	0.00249957528945058	-0.664320283275844	-1.916941224796
"REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION"	0.000431707714799199	-0.499912077349246	-1.9171557225762
"REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS"	0.00113999953542601	-0.865050705628764	-1.96319527407185
