"pathway"	"padj"	"ES"	"NES"
"REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF"	0.0028739008180085	0.904613912778903	2.0518264857628
"REACTOME_SIGNALING_BY_WNT"	0.00619135287489274	0.372093822955893	1.51117246674216
"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"	0.00384622818994351	0.343226458859197	1.45402690809588
"REACTOME_RHO_GTPASE_CYCLE"	0.00431837245097012	0.337425698889809	1.43005986342719
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"	0.0028739008180085	0.325472143844367	1.41574104572615
"REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"	0.00384622818994351	0.328672587424536	1.40268629358924
"REACTOME_METABOLISM_OF_RNA"	0.0028739008180085	0.322179142862989	1.40129671560872
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"	0.005146544264786	0.313961397466463	1.36820191156427
"REACTOME_CELLULAR_RESPONSES_TO_STIMULI"	0.00748369381227912	0.299070290908685	1.31110221188499
"REACTOME_INNATE_IMMUNE_SYSTEM"	0.005146544264786	0.287250775635992	1.28467092811018
"REACTOME_SELECTIVE_AUTOPHAGY"	0.176788632436359	-0.445714088852842	-1.41875160183528
"REACTOME_SIGNALING_BY_NTRK2_TRKB"	0.196918540295453	-0.579588691325961	-1.49102044542685
"REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"	0.162141779511977	-0.502430801761086	-1.49244678800722
"REACTOME_PEXOPHAGY"	0.200835697570542	-0.720370131681271	-1.5286866026374
"REACTOME_SIGNALING_BY_NTRK3_TRKC"	0.192534579484146	-0.661977115960649	-1.55320758678337
"REACTOME_P2Y_RECEPTORS"	0.180895917770527	-0.719959728298717	-1.5666927176436
"REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS"	0.162141779511977	-0.677358383860443	-1.573835083767
"REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3"	0.162141779511977	-0.747212801332559	-1.58564902746639
"REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION"	0.102751787507914	-0.708557828568488	-1.64632666554343
"REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES"	0.0168092826870678	-0.642502488747745	-1.76226703927134
