"pathway"	"padj"	"ES"	"NES"
"REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF"	0.312538167739129	0.81802335079722	2.17091954816655
"REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS"	0.718446474874873	0.739292459187015	1.96197877468545
"REACTOME_INTERLEUKIN_2_SIGNALING"	0.718446474874873	0.730086393474955	1.93754716402722
"REACTOME_CTLA4_INHIBITORY_SIGNALING"	0.718446474874873	0.58855333699656	1.93068515199736
"REACTOME_RHOG_GTPASE_CYCLE"	0.718446474874873	0.369498011411789	1.5699465770441
"REACTOME_RHOB_GTPASE_CYCLE"	0.718446474874873	0.370110510373761	1.56158200310843
"REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS"	0.728829889756831	0.355959888033839	1.46228988464802
"REACTOME_ECM_PROTEOGLYCANS"	0.728829889756831	0.341560915479215	1.44528033696198
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING"	0.718446474874873	0.318124652888214	1.39352106377273
"REACTOME_RHOA_GTPASE_CYCLE"	0.718446474874873	0.283861496287784	1.29575493206075
"REACTOME_AUTOPHAGY"	0.728829889756831	-0.454128148894866	-1.34092797398364
"REACTOME_ARACHIDONIC_ACID_METABOLISM"	0.7646173003878	-0.518986562980603	-1.42148830181545
"REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES"	0.7646173003878	-0.565382725635211	-1.47860118976938
"REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES"	0.7646173003878	-0.633319457969303	-1.50801615330428
"REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES"	0.7646173003878	-0.663839172389649	-1.53316871660257
"REACTOME_G1_S_SPECIFIC_TRANSCRIPTION"	0.728829889756831	-0.608279156493623	-1.55204936307647
"REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION"	0.7646173003878	-0.686749293884531	-1.55782795434665
"REACTOME_PEXOPHAGY"	0.718446474874873	-0.747477772944469	-1.56432997140501
"REACTOME_AMINE_LIGAND_BINDING_RECEPTORS"	0.718446474874873	-0.620400753600231	-1.58297811818495
"REACTOME_INTEGRIN_SIGNALING"	0.718446474874873	-0.64671447513569	-1.63332487198368
