"pathway"	"padj"	"ES"	"NES"
"REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA"	0.00146656502104703	0.522519588974755	1.68324949355842
"REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES"	0.00368783874764654	0.695238993229292	1.61854712278377
"REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES"	0.00297155515572762	0.54385060380767	1.60301528751932
"REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS"	0.0031508416692002	0.648767030651876	1.59594646601182
"REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION"	0.0023014458159811	0.487327980096123	1.5710822153443
"REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS"	0.00256929358447501	0.48210699498343	1.55425043635325
"REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES"	0.00432655038844966	0.543233423128103	1.55308186725265
"REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION"	0.0047465979720287	0.633543062370944	1.53523139093401
"REACTOME_FCGR_ACTIVATION"	0.00358501072051269	0.471768445154786	1.51975928393759
"REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT"	0.00394138544793572	0.450352711101521	1.49562104856977
"REACTOME_INNATE_IMMUNE_SYSTEM"	5.47294792711014e-06	-0.327825600633896	-1.42328892744297
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"	1.14471880832299e-05	-0.349740397282223	-1.48542320494853
"REACTOME_CELLULAR_RESPONSES_TO_STIMULI"	8.40508865255067e-06	-0.348221470389715	-1.48825123644792
"REACTOME_METABOLISM_OF_RNA"	3.43305753490214e-06	-0.360919941523039	-1.5361293166747
"REACTOME_CELL_CYCLE"	3.43305753490214e-06	-0.367753811224926	-1.5591837284816
"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS"	5.37765419950281e-06	-0.391574531170555	-1.60640462919006
"REACTOME_RHO_GTPASE_CYCLE"	5.37765419950281e-06	-0.391290774969279	-1.61408717234131
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"	5.33742982748719e-08	-0.389305885076503	-1.65703847699227
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS"	1.14471880832299e-05	-0.443479479068005	-1.73141830982766
"REACTOME_ESR_MEDIATED_SIGNALING"	6.86012374038873e-06	-0.491622252398521	-1.8444488452854
