"pathway"	"padj"	"ES"	"NES"
"REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM"	0.181525142449017	0.716410661534281	1.67756202043447
"REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX"	0.181525142449017	0.714377636806129	1.67280144768804
"REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES"	0.141299074136581	0.757173771130941	1.65753290608103
"REACTOME_PURINE_SALVAGE"	0.208340824338527	0.752509440167874	1.62700999229883
"REACTOME_SYNTHESIS_OF_PE"	0.350977886393091	0.719617347407297	1.55589359065324
"REACTOME_NUCLEOTIDE_SALVAGE"	0.404256933913273	0.62857349817294	1.54204428012023
"REACTOME_EICOSANOIDS"	0.347403492482901	0.75915441137301	1.51785884923092
"REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING"	0.388996106235557	0.541577530466101	1.49707859565207
"REACTOME_ARACHIDONIC_ACID_METABOLISM"	0.365554916153483	0.512002870432611	1.45701750028101
"REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS"	0.459223481330113	0.476899419572931	1.39476876856176
"REACTOME_INFECTIOUS_DISEASE"	0.119614142455728	-0.259376336581997	-1.15519385099095
"REACTOME_METABOLISM_OF_LIPIDS"	0.0765475881209206	-0.27710069163874	-1.2404373951147
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"	0.00949971055681195	-0.301712534429112	-1.34370258174132
"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES"	0.025009708771703	-0.34493487998308	-1.42858370218939
"REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"	0.000487969689972084	-0.3406355907666	-1.49782409282388
"REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS"	0.119614142455728	-0.427565063169848	-1.5974218088371
"REACTOME_CD209_DC_SIGN_SIGNALING"	0.119614142455728	-0.665721663963623	-1.77166993927442
"REACTOME_ERKS_ARE_INACTIVATED"	0.119614142455728	-0.76037990464544	-1.80222633051785
"REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING"	0.119614142455728	-0.633987647805894	-1.86444745070235
"REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS"	0.0739563721027295	-0.589405985106375	-1.94634514194981
