"pathway"	"padj"	"ES"	"NES"
"REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES"	0.570756449156999	0.725390951987147	1.77998898258537
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS"	0.570756449156999	0.621217460839826	1.67151920673887
"REACTOME_INFLAMMASOMES"	0.570756449156999	0.66854070258972	1.6554668230573
"REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX"	0.570982250839801	0.575266554277034	1.59119048616138
"REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS"	0.582585706570301	0.693222925332588	1.56913351478786
"REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM"	0.582585706570301	0.62185500137528	1.55960247988298
"REACTOME_INSULIN_RECEPTOR_RECYCLING"	0.582585706570301	0.618609210287375	1.5514620873177
"REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE"	0.570756449156999	0.451998031823406	1.48234783574574
"REACTOME_ORC1_REMOVAL_FROM_CHROMATIN"	0.582585706570301	0.459382599813813	1.4651419465564
"REACTOME_DNA_REPLICATION_PRE_INITIATION"	0.582585706570301	0.438646897302981	1.42525740747073
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS"	0.570756449156999	-0.398298782057203	-1.39783960050957
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1"	0.570756449156999	-0.418447214926401	-1.4318143101689
"REACTOME_ESR_MEDIATED_SIGNALING"	0.570756449156999	-0.436007246214965	-1.4835495214992
"REACTOME_RHOD_GTPASE_CYCLE"	0.570756449156999	-0.554969478645999	-1.59453258355184
"REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX"	0.570756449156999	-0.58400380318456	-1.60201044611311
"REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT"	0.570756449156999	-0.656293769559741	-1.64347686888618
"REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE"	0.570756449156999	-0.673957651345552	-1.65289509073297
"REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES"	0.570756449156999	-0.585420297275214	-1.67187209801316
"REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY"	0.570756449156999	-0.773971788404312	-1.70327657873012
"REACTOME_METHYLATION"	0.570756449156999	-0.817735498184115	-1.77006327420386
