"pathway"	"padj"	"ES"	"NES"
"REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES"	0.00511058529115895	0.557726887865241	1.6022093082248
"REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION"	0.006465397101732	0.728933529237173	1.58647965827606
"REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS"	0.00610200915859115	0.544630528815235	1.56458675706166
"REACTOME_CARNITINE_METABOLISM"	0.00692397629953472	0.641170565109296	1.52704166095964
"REACTOME_INSULIN_RECEPTOR_RECYCLING"	0.00983148964621808	0.572706760828692	1.51893788384985
"REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS"	0.00927186849360312	0.593529290532999	1.5057670514629
"REACTOME_SIGNALING_BY_NTRK3_TRKC"	0.0101202092481162	0.591039043579826	1.47682162255994
"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH"	0.00445141560839772	0.435667824090301	1.42307410320774
"REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES"	0.00954174901185771	0.479313872626745	1.4120330577804
"REACTOME_SIGNALING_BY_INSULIN_RECEPTOR"	0.0071998483181715	0.39898718567448	1.35137089776792
"REACTOME_DEVELOPMENTAL_BIOLOGY"	0.000746585867023769	-0.34974800713284	-1.32709499008091
"REACTOME_CELLULAR_RESPONSES_TO_STIMULI"	0.000746585867023769	-0.35833375239841	-1.35066245355746
"REACTOME_INNATE_IMMUNE_SYSTEM"	0.000280932455088534	-0.357745617249036	-1.36329598854502
"REACTOME_METABOLISM_OF_RNA"	0.000670997039836947	-0.369257684874356	-1.39111561379424
"REACTOME_RHO_GTPASE_CYCLE"	0.000670997039836947	-0.390740731330235	-1.43524571447953
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"	0.000131277763720402	-0.393321973421322	-1.48033587881958
"REACTOME_SIGNALING_BY_WNT"	0.00028560366021831	-0.449430910195045	-1.58920586932481
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1"	0.000634761445543908	-0.481933675462952	-1.65191745651417
"REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS"	0.000186434069610881	-0.476371487326205	-1.67236057405989
"REACTOME_ESR_MEDIATED_SIGNALING"	0.000192926407687518	-0.514654548391363	-1.75017369575762
