"gene"	"log2FoldChange"	"padj"
"ENSG00000110680.12"	2.76239008030242	3.51316904583251e-08
"ENSG00000229807.10"	2.68100966280835	5.79827019900983e-07
"ENSG00000270641.1"	2.33763104280552	0.000784752458992371
"ENSG00000134240.11"	2.29565180146553	1.0759813023308e-09
"ENSG00000180053.7"	2.20341106284261	4.26027685276914e-06
"ENSG00000283378.1"	2.01521459082567	2.77425714841623e-08
"ENSG00000279431.1"	1.83168320228406	5.98993799443419e-05
"ENSG00000178233.17"	1.73365253934086	5.33069416581866e-09
"ENSG00000257647.1"	1.69729856537616	2.48467833152226e-11
"ENSG00000073737.16"	1.64606799277808	5.93532015113843e-06
