"gene"	"log2FoldChange"	"padj"
"ENSG00000169429.10"	1.7999402829968	3.18962711346109e-05
"ENSG00000149948.13"	1.72784220969814	3.3076632868508e-05
"ENSG00000103888.16"	1.63227306611674	6.9680478801457e-13
"ENSG00000124159.15"	1.55690441730183	0.000737122247865447
"ENSG00000095752.6"	1.55070067422952	0.000268405621008251
"ENSG00000281383.1"	1.51106317379636	0.000947571691308651
"ENSG00000210196.2"	1.48830258859849	0.000279174561462497
"ENSG00000171951.4"	1.48689092283074	3.3076632868508e-05
"ENSG00000060718.20"	1.48048904967648	0.000520155989653652
"ENSG00000166923.10"	1.4775272734449	3.18962711346109e-05
