"gene"	"log2FoldChange"	"padj"
"ENSG00000172179.11"	2.20174528039406	6.65794698301303e-05
"ENSG00000140465.13"	1.56576460005406	0.000331859025120798
"ENSG00000176840.11"	1.54563230332487	0.00136154492678029
"ENSG00000259384.6"	1.41927440879872	0.00123816743122476
"ENSG00000256713.7"	1.37593864533794	0.000321173337441585
"ENSG00000170827.9"	1.3690078363724	0.000544294284071017
"ENSG00000104826.12"	1.29675570744355	0.000364377304973431
"ENSG00000244921.2"	1.23647139852688	1.68072623955409e-05
"ENSG00000198744.5"	1.20407855258419	0.000183954304640806
"ENSG00000010438.16"	1.16913623392712	0.00123816743122476
